Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method
Amazon,2021-02-12,Northeast,Massachusetts,Men'S Street Footwear,45,575,25875,In-Store
West Gear,2021-11-09,Northeast,New York,Men'S Athletic Footwear,50,600,30000,In-Store
West Gear,2021-06-11,West,Utah,Women'S Apparel,40,575,23000,In-Store
Foot Locker,2021-02-22,Northeast,New Hampshire,Men'S Street Footwear,55,575,31625,Outlet
Kohl'S,2021-01-14,Northeast,New York,Men'S Athletic Footwear,40,600,24000,In-Store
West Gear,2021-10-11,West,Utah,Men'S Street Footwear,30,575,17250,In-Store
Amazon,2021-05-20,West,Alaska,Men'S Street Footwear,65,570,37050,Outlet
West Gear,2021-11-24,West,Oregon,Men'S Street Footwear,45,575,25875,In-Store
West Gear,2021-03-19,South,Oklahoma,Men'S Street Footwear,20,570,11400,Online
West Gear,2021-12-23,West,Oregon,Women'S Apparel,85,575,48875,In-Store
Kohl'S,2021-05-12,Midwest,Kansas,Men'S Street Footwear,40,570,22800,Online
West Gear,2021-05-18,South,Louisiana,Women'S Apparel,65,575,37375,Online
Amazon,2021-10-11,Midwest,Ohio,Men'S Athletic Footwear,30,550,16500,Online
Foot Locker,2021-07-23,Southeast,Virginia,Women'S Street Footwear,90,650,58500,In-Store
West Gear,2021-06-17,South,Louisiana,Women'S Athletic Footwear,85,575,48875,Online
West Gear,2021-03-16,Northeast,West Virginia,Men'S Street Footwear,30,570,17100,In-Store
Amazon,2021-02-22,Midwest,Ohio,Men'S Street Footwear,40,550,22000,Online
West Gear,2021-10-17,South,Louisiana,Men'S Athletic Footwear,50,575,28750,Online
Foot Locker,2021-08-24,Southeast,Virginia,Women'S Street Footwear,70,650,45500,In-Store
Walmart,2021-06-21,South,Arkansas,Women'S Apparel,60,550,33000,Online
West Gear,2021-05-05,West,Idaho,Women'S Street Footwear,25,575,14375,Online
Walmart,2021-08-20,South,Arkansas,Women'S Apparel,55,550,30250,Online
Sports Direct,2021-10-04,West,Idaho,Men'S Street Footwear,40,575,23000,Online
Foot Locker,2021-11-24,Southeast,Virginia,Men'S Athletic Footwear,50,650,32500,In-Store
West Gear,2021-11-20,South,Arkansas,Men'S Street Footwear,25,550,13750,Online
Sports Direct,2021-10-04,West,Idaho,Men'S Athletic Footwear,40,575,23000,Online
Sports Direct,2021-07-15,Midwest,Michigan,Men'S Athletic Footwear,55,650,35750,In-Store
Kohl'S,2021-01-16,South,Oklahoma,Men'S Street Footwear,25,550,13750,Online
Foot Locker,2021-08-23,West,Arizona,Men'S Athletic Footwear,60,575,34500,Online
Kohl'S,2021-09-12,Midwest,Kansas,Men'S Street Footwear,50,550,27500,Online
Sports Direct,2021-08-16,Midwest,Michigan,Men'S Athletic Footwear,55,650,35750,In-Store
Foot Locker,2021-09-24,West,Arizona,Men'S Street Footwear,45,575,25875,Online
Foot Locker,2021-07-11,Midwest,South Dakota,Men'S Street Footwear,50,550,27500,Online
Sports Direct,2021-12-15,Midwest,Michigan,Men'S Athletic Footwear,50,650,32500,In-Store
Foot Locker,2021-09-24,West,Arizona,Men'S Athletic Footwear,50,575,28750,Online
Sports Direct,2021-07-08,Midwest,North Dakota,Men'S Street Footwear,50,550,27500,In-Store
Kohl'S,2021-05-27,West,New Mexico,Men'S Street Footwear,55,575,31625,Online
Foot Locker,2021-07-05,Midwest,Iowa,Men'S Street Footwear,50,550,27500,In-Store
West Gear,2021-06-03,Midwest,Wisconsin,Men'S Street Footwear,35,550,19250,In-Store
West Gear,2021-07-02,Midwest,Wisconsin,Men'S Street Footwear,50,550,27500,In-Store
Foot Locker,2021-12-15,Midwest,Michigan,Women'S Apparel,65,650,42250,In-Store
West Gear,2021-12-02,Midwest,Wisconsin,Men'S Street Footwear,60,550,33000,In-Store
Foot Locker,2021-12-17,Midwest,Missouri,Men'S Street Footwear,45,650,29250,In-Store
West Gear,2021-02-10,Midwest,Wisconsin,Men'S Street Footwear,35,550,19250,In-Store
Amazon,2021-07-09,Midwest,Ohio,Women'S Athletic Footwear,55,525,28875,Online
West Gear,2021-07-09,Midwest,Indiana,Men'S Street Footwear,55,550,30250,In-Store
West Gear,2021-06-11,West,Utah,Men'S Street Footwear,30,650,19500,In-Store
West Gear,2021-02-17,Midwest,Indiana,Men'S Street Footwear,35,550,19250,In-Store
Amazon,2021-08-10,Midwest,Ohio,Women'S Athletic Footwear,45,525,23625,Online
West Gear,2021-09-12,West,Utah,Men'S Street Footwear,30,650,19500,In-Store
West Gear,2021-04-17,Northeast,West Virginia,Men'S Street Footwear,30,550,16500,In-Store
Amazon,2021-10-11,Midwest,Ohio,Women'S Apparel,40,525,21000,Online
Foot Locker,2021-05-13,Northeast,Delaware,Men'S Street Footwear,55,570,31350,In-Store
West Gear,2021-09-18,Northeast,West Virginia,Men'S Street Footwear,35,550,19250,In-Store
West Gear,2021-06-24,West,Oregon,Men'S Athletic Footwear,65,650,42250,In-Store
West Gear,2021-12-09,Midwest,Ohio,Women'S Athletic Footwear,65,525,34125,Online
Sports Direct,2021-12-06,Northeast,New Jersey,Men'S Street Footwear,60,550,33000,In-Store
Amazon,2021-05-10,Northeast,Vermont,Men'S Street Footwear,60,570,34200,In-Store
West Gear,2021-12-09,Midwest,Ohio,Men'S Apparel,75,525,39375,Online
West Gear,2021-06-24,West,Oregon,Women'S Street Footwear,80,650,52000,In-Store
Amazon,2021-03-17,Northeast,New Hampshire,Men'S Street Footwear,50,570,28500,In-Store
Amazon,2021-06-22,Southeast,Kentucky,Men'S Street Footwear,40,525,21000,Online
West Gear,2021-07-23,West,Oregon,Women'S Street Footwear,90,650,58500,In-Store
Amazon,2021-09-23,Southeast,Kentucky,Men'S Street Footwear,50,525,26250,Online
Sports Direct,2020-07-23,South,Texas,Men'S Apparel,40,550,22000,Outlet
Sports Direct,2021-02-05,Northeast,New Jersey,Men'S Street Footwear,40,550,22000,In-Store
Foot Locker,2021-12-21,Southeast,Kentucky,Men'S Street Footwear,65,525,34125,Online
West Gear,2021-08-24,West,Oregon,Women'S Street Footwear,70,650,45500,In-Store
Foot Locker,2021-06-08,Northeast,Rhode Island,Men'S Street Footwear,50,550,27500,In-Store
Kohl'S,2021-03-10,West,California,Women'S Athletic Footwear,45,550,24750,Outlet
Foot Locker,2021-01-20,Southeast,Kentucky,Men'S Athletic Footwear,30,525,15750,Online
Foot Locker,2021-08-07,Northeast,Rhode Island,Men'S Street Footwear,50,550,27500,In-Store
Foot Locker,2021-01-20,Southeast,Kentucky,Women'S Street Footwear,20,525,10500,Online
Amazon,2021-04-18,Northeast,New Hampshire,Men'S Street Footwear,50,550,27500,In-Store
Kohl'S,2021-03-22,West,California,Women'S Athletic Footwear,45,550,24750,Outlet
Foot Locker,2021-01-20,Southeast,Kentucky,Women'S Apparel,30,525,15750,Online
Amazon,2021-09-17,Northeast,New Hampshire,Men'S Street Footwear,65,550,35750,Outlet
West Gear,2021-11-24,West,Oregon,Men'S Athletic Footwear,50,650,32500,In-Store
Kohl'S,2021-04-16,West,California,Women'S Athletic Footwear,45,550,24750,Outlet
Amazon,2021-03-20,West,Alaska,Men'S Street Footwear,55,545,29975,Outlet
Walmart,2021-07-16,South,Mississippi,Women'S Street Footwear,50,525,26250,Online
West Gear,2021-11-09,Northeast,New York,Women'S Street Footwear,50,545,27250,In-Store
Walmart,2021-08-17,South,Mississippi,Women'S Street Footwear,50,525,26250,Online
West Gear,2021-07-16,South,Louisiana,Men'S Apparel,95,650,61750,Online
Foot Locker,2021-07-12,Midwest,Illinois,Men'S Street Footwear,50,550,27500,Outlet
Kohl'S,2021-03-12,Midwest,Kansas,Men'S Street Footwear,20,545,10900,Online
Walmart,2021-09-16,South,Mississippi,Men'S Athletic Footwear,45,525,23625,Online
West Gear,2021-05-11,Midwest,Indiana,Men'S Street Footwear,60,545,32700,In-Store
Sports Direct,2021-09-07,South,Texas,Women'S Athletic Footwear,35,550,19250,Outlet
Sports Direct,2021-11-17,South,Mississippi,Women'S Apparel,75,525,39375,Online
West Gear,2021-04-05,West,Idaho,Men'S Street Footwear,20,650,13000,Online
Foot Locker,2021-03-13,Northeast,Delaware,Men'S Street Footwear,40,545,21800,In-Store
Sports Direct,2021-12-16,South,Mississippi,Women'S Street Footwear,60,525,31500,Online
West Gear,2020-01-14,West,Nevada,Men'S Street Footwear,45,550,24750,Outlet
Sports Direct,2021-05-03,Northeast,Connecticut,Men'S Street Footwear,55,545,29975,In-Store
West Gear,2021-04-05,West,Idaho,Men'S Athletic Footwear,30,650,19500,Online
Walmart,2021-07-19,South,Arkansas,Men'S Athletic Footwear,50,525,26250,Online
Amazon,2021-03-10,Northeast,Vermont,Men'S Street Footwear,45,545,24525,In-Store
West Gear,2020-01-20,West,Nevada,Men'S Street Footwear,60,550,33000,Outlet
Walmart,2021-08-20,South,Arkansas,Men'S Athletic Footwear,55,525,28875,Online
Kohl'S,2021-08-26,West,New Mexico,Men'S Athletic Footwear,65,650,42250,Online
Walmart,2020-08-10,South,Texas,Men'S Apparel,45,525,23625,Outlet
West Gear,2021-04-20,South,Oklahoma,Men'S Street Footwear,25,525,13125,Online
West Gear,2020-12-29,West,California,Men'S Apparel,65,525,34125,Outlet
West Gear,2020-01-26,West,Nevada,Men'S Street Footwear,60,550,33000,Outlet
Foot Locker,2021-10-07,Southeast,South Carolina,Women'S Athletic Footwear,45,650,29250,Online
West Gear,2021-07-19,South,Oklahoma,Women'S Apparel,65,525,34125,Online
Kohl'S,2021-03-16,West,California,Women'S Athletic Footwear,45,525,23625,Outlet
West Gear,2021-10-21,South,Oklahoma,Men'S Street Footwear,30,525,15750,Online
Foot Locker,2021-10-07,Southeast,South Carolina,Men'S Apparel,55,650,35750,Online
West Gear,2020-02-02,West,Nevada,Men'S Athletic Footwear,65,550,35750,Outlet
Kohl'S,2021-04-10,West,California,Women'S Athletic Footwear,45,525,23625,Outlet
Foot Locker,2021-02-12,Midwest,Kansas,Men'S Street Footwear,40,525,21000,Online
Foot Locker,2021-06-06,Midwest,Illinois,Men'S Street Footwear,45,525,23625,Outlet
West Gear,2020-02-03,West,Nevada,Women'S Street Footwear,65,550,35750,Outlet
Foot Locker,2021-08-12,Midwest,South Dakota,Men'S Street Footwear,50,525,26250,Online
Sports Direct,2021-08-13,Midwest,Illinois,Women'S Street Footwear,30,525,15750,Outlet
West Gear,2020-02-09,West,Nevada,Women'S Street Footwear,65,550,35750,In-Store
Sports Direct,2021-08-14,Midwest,Illinois,Women'S Athletic Footwear,35,525,18375,Outlet
Sports Direct,2021-02-09,Midwest,South Dakota,Men'S Street Footwear,35,525,18375,Online
Sports Direct,2021-08-16,South,Texas,Women'S Apparel,35,525,18375,Outlet
Sports Direct,2021-08-09,Midwest,North Dakota,Men'S Street Footwear,50,525,26250,In-Store
West Gear,2020-02-25,West,Nevada,Men'S Street Footwear,60,550,33000,In-Store
Sports Direct,2021-08-31,South,Texas,Women'S Street Footwear,25,525,13125,Outlet
Foot Locker,2021-06-06,Midwest,Iowa,Men'S Street Footwear,35,525,18375,In-Store
West Gear,2020-02-26,West,Nevada,Men'S Athletic Footwear,65,550,35750,In-Store
Sports Direct,2021-09-25,South,Texas,Women'S Athletic Footwear,50,525,26250,Outlet
Foot Locker,2021-08-06,Midwest,Iowa,Men'S Street Footwear,50,525,26250,In-Store
West Gear,2020-03-27,West,Colorado,Men'S Street Footwear,40,550,22000,In-Store
Sports Direct,2021-09-26,South,Texas,Men'S Apparel,55,525,28875,Outlet
West Gear,2021-12-05,Midwest,Iowa,Men'S Street Footwear,60,525,31500,In-Store
Sports Direct,2021-10-20,South,Texas,Men'S Apparel,60,525,31500,Outlet
West Gear,2020-04-28,West,Colorado,Women'S Street Footwear,70,550,38500,In-Store
West Gear,2021-08-03,Midwest,Wisconsin,Men'S Street Footwear,50,525,26250,In-Store
Sports Direct,2021-05-02,Southeast,North Carolina,Men'S Athletic Footwear,45,650,29250,Online
Foot Locker,2021-12-03,Northeast,Pennsylvania,Men'S Street Footwear,65,525,34125,Outlet
West Gear,2021-08-10,Midwest,Indiana,Men'S Street Footwear,50,525,26250,In-Store
West Gear,2020-06-01,West,Washington,Men'S Street Footwear,40,550,22000,In-Store
West Gear,2020-01-08,West,Nevada,Men'S Street Footwear,35,525,18375,Outlet
West Gear,2021-08-17,Northeast,West Virginia,Men'S Street Footwear,50,525,26250,In-Store
Sports Direct,2021-06-04,Southeast,North Carolina,Women'S Athletic Footwear,50,650,32500,Online
West Gear,2020-02-15,West,Nevada,Women'S Street Footwear,65,525,34125,In-Store
West Gear,2020-06-13,West,Washington,Men'S Street Footwear,70,550,38500,In-Store
Foot Locker,2021-07-20,Northeast,Maryland,Men'S Street Footwear,50,525,26250,In-Store
West Gear,2020-03-21,West,Colorado,Men'S Street Footwear,30,525,15750,In-Store
Sports Direct,2021-06-04,Southeast,North Carolina,Men'S Apparel,65,650,42250,Online
West Gear,2020-06-19,West,Washington,Men'S Street Footwear,60,550,33000,In-Store
Foot Locker,2021-01-17,Northeast,Maryland,Men'S Street Footwear,40,525,21000,In-Store
West Gear,2020-04-02,West,Colorado,Men'S Street Footwear,60,525,31500,In-Store
Foot Locker,2021-04-14,Northeast,Delaware,Men'S Street Footwear,40,525,21000,In-Store
West Gear,2020-04-08,West,Colorado,Men'S Street Footwear,60,525,31500,In-Store
West Gear,2020-07-19,West,Washington,Men'S Street Footwear,60,550,33000,In-Store
Foot Locker,2021-09-13,Northeast,Delaware,Men'S Street Footwear,55,525,28875,In-Store
West Gear,2020-07-20,West,Washington,Men'S Athletic Footwear,65,550,35750,In-Store
West Gear,2020-07-30,West,Washington,Women'S Apparel,95,550,52250,In-Store
Kohl'S,2021-02-08,Northeast,Delaware,Men'S Street Footwear,35,525,18375,In-Store
West Gear,2020-08-02,West,Washington,Women'S Street Footwear,80,550,44000,In-Store
Amazon,2021-01-14,Northeast,Massachusetts,Men'S Street Footwear,45,525,23625,In-Store
West Gear,2020-08-03,West,Washington,Women'S Athletic Footwear,80,550,44000,In-Store
Amazon,2021-04-11,Northeast,Vermont,Men'S Street Footwear,45,525,23625,In-Store
West Gear,2020-04-24,West,Colorado,Men'S Apparel,70,525,36750,In-Store
Amazon,2021-09-10,Northeast,Vermont,Men'S Street Footwear,60,525,31500,In-Store
Foot Locker,2020-11-22,Midwest,Minnesota,Men'S Street Footwear,50,550,27500,Outlet
West Gear,2020-04-25,West,Colorado,Women'S Apparel,85,525,44625,In-Store
Sports Direct,2021-08-03,Southeast,North Carolina,Men'S Apparel,55,650,35750,Online
Amazon,2021-01-21,Northeast,Vermont,Men'S Street Footwear,50,525,26250,In-Store
West Gear,2020-05-08,West,Colorado,Men'S Street Footwear,55,525,28875,In-Store
Kohl'S,2021-01-29,Midwest,Montana,Women'S Street Footwear,45,550,24750,Outlet
Amazon,2021-07-17,Northeast,New Hampshire,Women'S Apparel,70,525,36750,Outlet
West Gear,2020-05-09,West,Colorado,Men'S Athletic Footwear,60,525,31500,In-Store
Kohl'S,2021-11-11,West,Wyoming,Women'S Street Footwear,45,520,23400,In-Store
Kohl'S,2021-02-04,Midwest,Montana,Women'S Street Footwear,45,550,24750,Outlet
West Gear,2020-05-25,West,Colorado,Women'S Apparel,80,525,42000,In-Store
Amazon,2021-03-21,Southeast,Kentucky,Men'S Street Footwear,45,520,23400,Online
West Gear,2020-07-04,West,Washington,Women'S Athletic Footwear,80,525,42000,In-Store
Amazon,2021-05-23,Southeast,Kentucky,Men'S Street Footwear,50,520,26000,Online
Foot Locker,2020-11-28,Midwest,Minnesota,Men'S Street Footwear,50,525,26250,Outlet
Foot Locker,2021-05-07,Midwest,Iowa,Men'S Street Footwear,60,520,31200,In-Store
Kohl'S,2021-01-03,Midwest,Montana,Men'S Street Footwear,35,525,18375,Outlet
West Gear,2021-03-09,Midwest,Indiana,Men'S Street Footwear,25,520,13000,In-Store
Kohl'S,2021-01-28,Midwest,Montana,Men'S Athletic Footwear,45,525,23625,Outlet
Kohl'S,2021-05-06,Northeast,New Jersey,Men'S Street Footwear,50,520,26000,In-Store
Sports Direct,2021-04-06,South,Tennessee,Women'S Athletic Footwear,30,525,15750,Outlet
Sports Direct,2021-03-03,Northeast,Connecticut,Men'S Street Footwear,40,520,20800,In-Store
Kohl'S,2021-02-20,Midwest,Montana,Men'S Street Footwear,45,550,24750,Outlet
Sports Direct,2020-07-29,South,Texas,Men'S Apparel,40,500,20000,Outlet
Kohl'S,2021-02-21,Midwest,Montana,Men'S Athletic Footwear,50,550,27500,Outlet
Sports Direct,2020-08-04,South,Texas,Men'S Apparel,45,500,22500,Outlet
Sports Direct,2021-04-19,South,Tennessee,Men'S Apparel,45,550,24750,Outlet
Sports Direct,2021-11-03,Southeast,North Carolina,Men'S Athletic Footwear,35,650,22750,Online
West Gear,2020-11-11,West,California,Men'S Apparel,55,500,27500,Outlet
West Gear,2020-12-23,West,California,Men'S Apparel,65,500,32500,Outlet
Sports Direct,2021-05-18,South,Tennessee,Women'S Athletic Footwear,60,550,33000,Outlet
Sports Direct,2021-11-03,Southeast,North Carolina,Women'S Athletic Footwear,60,650,39000,Online
Kohl'S,2021-03-11,West,California,Men'S Apparel,50,500,25000,Outlet
Foot Locker,2021-06-26,Midwest,Nebraska,Men'S Street Footwear,45,550,24750,Outlet
Kohl'S,2021-04-23,West,California,Men'S Apparel,50,500,25000,Outlet
Amazon,2021-07-09,Midwest,Ohio,Men'S Athletic Footwear,60,650,39000,Online
Foot Locker,2021-06-30,Midwest,Illinois,Men'S Street Footwear,50,500,25000,Outlet
Sports Direct,2021-08-24,South,Alabama,Women'S Apparel,20,550,11000,Outlet
Amazon,2021-08-10,Midwest,Ohio,Men'S Athletic Footwear,60,650,39000,Online
Foot Locker,2021-07-18,Midwest,Illinois,Men'S Street Footwear,50,500,25000,Outlet
Sports Direct,2021-10-09,South,Alabama,Women'S Athletic Footwear,65,550,35750,Outlet
Sports Direct,2021-05-05,South,Tennessee,Women'S Street Footwear,40,525,21000,Outlet
Sports Direct,2021-01-23,South,Mississippi,Men'S Street Footwear,25,650,16250,Online
Sports Direct,2021-05-08,South,Tennessee,Women'S Apparel,45,525,23625,Outlet
Amazon,2021-11-17,Northeast,Maine,Men'S Street Footwear,55,550,30250,Outlet
Walmart,2021-09-19,South,Arkansas,Men'S Street Footwear,50,650,32500,Online
Sports Direct,2021-09-10,South,Alabama,Men'S Apparel,50,525,26250,Outlet
Foot Locker,2021-08-05,Midwest,Illinois,Men'S Street Footwear,60,500,30000,Outlet
Sports Direct,2021-09-24,South,Alabama,Men'S Street Footwear,30,525,15750,Outlet
Foot Locker,2021-07-09,West,Hawaii,Men'S Apparel,85,550,46750,Outlet
Kohl'S,2021-08-13,Midwest,Kansas,Men'S Street Footwear,60,650,39000,Online
Sports Direct,2021-08-22,South,Texas,Women'S Apparel,35,500,17500,Outlet
Sports Direct,2021-09-25,South,Alabama,Men'S Athletic Footwear,30,525,15750,Outlet
Sports Direct,2021-08-25,South,Texas,Women'S Street Footwear,30,500,15000,Outlet
Foot Locker,2021-07-09,West,Hawaii,Women'S Apparel,100,550,55000,Outlet
Amazon,2021-11-11,Northeast,Maine,Men'S Street Footwear,55,525,28875,Outlet
West Gear,2021-07-16,Northeast,West Virginia,Men'S Street Footwear,60,650,39000,In-Store
Sports Direct,2021-09-14,South,Texas,Men'S Apparel,50,500,25000,Outlet
Amazon,2021-12-21,Northeast,Maine,Men'S Street Footwear,55,525,28875,Outlet
Foot Locker,2021-12-16,Northeast,West Virginia,Men'S Street Footwear,65,650,42250,In-Store
Sports Direct,2021-10-13,South,Texas,Women'S Athletic Footwear,65,500,32500,Outlet
Walmart,2021-09-11,West,Hawaii,Men'S Street Footwear,65,550,35750,Outlet
Amazon,2021-04-21,West,Alaska,Men'S Street Footwear,55,525,28875,Outlet
Foot Locker,2021-11-21,Northeast,Pennsylvania,Men'S Street Footwear,65,500,32500,Outlet
Amazon,2021-09-20,West,Alaska,Men'S Street Footwear,65,525,34125,Outlet
Foot Locker,2021-06-15,Northeast,Delaware,Men'S Street Footwear,55,650,35750,In-Store
Walmart,2021-09-11,West,Hawaii,Men'S Athletic Footwear,70,550,38500,Outlet
Foot Locker,2021-11-27,Northeast,Pennsylvania,Men'S Street Footwear,65,500,32500,Outlet
Foot Locker,2021-05-11,West,Hawaii,Men'S Street Footwear,55,525,28875,Outlet
Sports Direct,2021-03-16,Southeast,Florida,Men'S Street Footwear,50,550,27500,Outlet
Foot Locker,2021-08-10,West,Hawaii,Women'S Athletic Footwear,70,525,36750,Outlet
West Gear,2020-02-11,West,Nevada,Men'S Apparel,65,500,32500,In-Store
Walmart,2021-08-10,West,Hawaii,Men'S Apparel,70,525,36750,Outlet
Walmart,2021-04-17,Southeast,Florida,Men'S Street Footwear,65,550,35750,Outlet
West Gear,2020-02-12,West,Nevada,Women'S Apparel,80,500,40000,In-Store
Walmart,2021-11-10,West,Hawaii,Men'S Street Footwear,55,525,28875,Outlet
West Gear,2020-03-14,West,Nevada,Women'S Apparel,75,500,37500,In-Store
West Gear,2021-01-12,Southeast,Florida,Men'S Apparel,55,550,30250,In-Store
Sports Direct,2021-12-09,West,Hawaii,Women'S Apparel,95,525,49875,Outlet
West Gear,2020-04-29,West,Colorado,Women'S Athletic Footwear,70,500,35000,In-Store
West Gear,2021-02-10,Southeast,Florida,Men'S Athletic Footwear,45,550,24750,In-Store
Sports Direct,2021-02-17,West,Hawaii,Men'S Street Footwear,40,525,21000,Outlet
West Gear,2020-04-30,West,Colorado,Men'S Apparel,75,500,37500,In-Store
Walmart,2021-11-17,Southeast,Florida,Women'S Street Footwear,55,525,28875,In-Store
West Gear,2021-02-10,Northeast,New York,Men'S Apparel,55,550,30250,In-Store
West Gear,2020-05-19,West,Colorado,Women'S Apparel,80,500,40000,In-Store
West Gear,2021-12-16,Southeast,Florida,Men'S Apparel,90,525,47250,In-Store
West Gear,2020-05-22,West,Colorado,Women'S Street Footwear,65,500,32500,In-Store
West Gear,2021-03-08,Northeast,New York,Men'S Athletic Footwear,45,550,24750,In-Store
West Gear,2021-04-09,Northeast,New York,Men'S Athletic Footwear,45,525,23625,In-Store
West Gear,2020-05-23,West,Colorado,Women'S Athletic Footwear,65,500,32500,In-Store
West Gear,2021-05-08,Northeast,New York,Women'S Street Footwear,50,550,27500,In-Store
West Gear,2020-05-31,West,Washington,Women'S Apparel,50,500,25000,In-Store
West Gear,2021-08-09,Northeast,New York,Men'S Apparel,55,550,30250,In-Store
West Gear,2021-09-08,Northeast,New York,Women'S Street Footwear,45,550,24750,In-Store
West Gear,2020-06-24,West,Washington,Women'S Apparel,80,500,40000,In-Store
West Gear,2021-04-09,Northeast,New York,Women'S Street Footwear,35,525,18375,In-Store
West Gear,2020-06-28,West,Washington,Women'S Athletic Footwear,80,500,40000,In-Store
Foot Locker,2021-08-14,Northeast,Delaware,Men'S Street Footwear,55,650,35750,In-Store
West Gear,2021-05-08,Northeast,New York,Men'S Apparel,60,525,31500,In-Store
Foot Locker,2020-10-23,Midwest,Minnesota,Men'S Street Footwear,35,500,17500,In-Store
West Gear,2021-09-08,Northeast,New York,Women'S Athletic Footwear,45,525,23625,In-Store
Sports Direct,2021-07-03,Northeast,Connecticut,Men'S Street Footwear,55,650,35750,In-Store
Kohl'S,2021-02-10,Midwest,Montana,Women'S Street Footwear,50,500,25000,Outlet
West Gear,2021-09-08,Northeast,New York,Men'S Apparel,55,525,28875,In-Store
West Gear,2021-10-10,Northeast,New York,Women'S Street Footwear,50,525,26250,In-Store
Amazon,2021-06-12,Northeast,Vermont,Men'S Street Footwear,60,650,39000,In-Store
Kohl'S,2021-03-10,West,Wyoming,Men'S Athletic Footwear,40,525,21000,In-Store
West Gear,2021-11-09,Northeast,New York,Men'S Apparel,65,550,35750,In-Store
Kohl'S,2021-05-10,West,Wyoming,Men'S Athletic Footwear,45,525,23625,In-Store
Amazon,2021-08-11,Northeast,Vermont,Men'S Street Footwear,60,650,39000,In-Store
Kohl'S,2021-06-12,West,Wyoming,Women'S Street Footwear,40,525,21000,In-Store
Kohl'S,2021-03-09,Midwest,Montana,Women'S Apparel,60,500,30000,Outlet
Kohl'S,2021-02-12,Northeast,New York,Women'S Street Footwear,30,550,16500,In-Store
Kohl'S,2021-07-10,West,Wyoming,Men'S Apparel,50,525,26250,In-Store
Sports Direct,2021-03-12,Midwest,Montana,Women'S Street Footwear,30,500,15000,Outlet
Kohl'S,2021-08-11,West,Wyoming,Women'S Athletic Footwear,40,525,21000,In-Store
Kohl'S,2021-03-10,West,Wyoming,Women'S Street Footwear,30,550,16500,In-Store
Sports Direct,2021-03-13,Midwest,Montana,Women'S Athletic Footwear,35,500,17500,Outlet
Kohl'S,2021-09-10,West,Wyoming,Women'S Street Footwear,40,525,21000,In-Store
Sports Direct,2021-03-15,South,Tennessee,Women'S Apparel,35,500,17500,Outlet
Kohl'S,2021-03-10,West,Wyoming,Women'S Apparel,40,550,22000,In-Store
Foot Locker,2021-05-25,Southeast,Virginia,Women'S Apparel,60,525,31500,In-Store
Sports Direct,2021-03-30,South,Tennessee,Women'S Street Footwear,20,500,10000,Outlet
Kohl'S,2021-04-11,West,Wyoming,Women'S Apparel,40,550,22000,In-Store
Foot Locker,2021-06-24,Southeast,Virginia,Women'S Athletic Footwear,80,525,42000,In-Store
Sports Direct,2021-04-13,South,Tennessee,Men'S Apparel,45,500,22500,Outlet
Foot Locker,2021-10-24,Southeast,Virginia,Men'S Athletic Footwear,55,525,28875,In-Store
Sports Direct,2021-05-19,South,Tennessee,Men'S Apparel,55,500,27500,Outlet
Kohl'S,2021-07-10,West,Wyoming,Women'S Street Footwear,40,550,22000,In-Store
Sports Direct,2021-04-16,Midwest,Michigan,Women'S Apparel,40,525,21000,In-Store
Foot Locker,2021-07-02,Midwest,Nebraska,Men'S Street Footwear,45,500,22500,Outlet
Kohl'S,2021-08-11,West,Wyoming,Women'S Street Footwear,40,550,22000,In-Store
Sports Direct,2021-06-17,Midwest,Michigan,Women'S Athletic Footwear,45,525,23625,In-Store
Foot Locker,2021-03-22,West,Arizona,Men'S Street Footwear,40,500,20000,Online
Sports Direct,2021-08-28,South,Alabama,Women'S Athletic Footwear,35,500,17500,Outlet
Sports Direct,2021-06-17,Midwest,Michigan,Men'S Apparel,60,525,31500,In-Store
Foot Locker,2021-12-10,West,Wyoming,Women'S Street Footwear,45,550,24750,In-Store
Sports Direct,2021-09-04,South,Alabama,Men'S Apparel,50,500,25000,Outlet
Sports Direct,2021-07-15,Midwest,Michigan,Women'S Athletic Footwear,50,525,26250,In-Store
Foot Locker,2021-04-23,West,Arizona,Men'S Street Footwear,50,500,25000,Online
Sports Direct,2021-08-16,Midwest,Michigan,Women'S Athletic Footwear,35,525,18375,In-Store
Sports Direct,2021-10-10,South,Alabama,Men'S Apparel,60,500,30000,Outlet
Foot Locker,2021-07-23,Southeast,Virginia,Women'S Athletic Footwear,85,550,46750,In-Store
Foot Locker,2021-10-23,West,Arizona,Men'S Street Footwear,45,500,22500,Online
Sports Direct,2021-10-17,Midwest,Michigan,Women'S Apparel,55,525,28875,In-Store
Amazon,2021-10-18,Northeast,Maine,Men'S Street Footwear,40,500,20000,Outlet
Foot Locker,2021-06-18,Midwest,Missouri,Women'S Apparel,45,525,23625,In-Store
Foot Locker,2021-10-23,West,Arizona,Men'S Athletic Footwear,50,500,25000,Online
Foot Locker,2021-11-24,Southeast,Virginia,Women'S Apparel,80,550,44000,In-Store
Amazon,2021-07-20,West,Alaska,Women'S Apparel,70,500,35000,Outlet
Foot Locker,2021-10-18,Midwest,Missouri,Men'S Street Footwear,35,525,18375,In-Store
Foot Locker,2021-03-09,West,Hawaii,Men'S Street Footwear,45,500,22500,Outlet
